condition,signal,pc1,pc2,pc3
coupled,4,-0.8496577,10.404797,2.6913216
coupled,4,1.5058135,10.51728,-0.9395424
coupled,4,0.64382225,1.0988371,-0.5833136
coupled,4,-2.3221061,22.271868,0.3492111
coupled,4,0.32240346,19.807657,-0.42877752
coupled,4,1.3656836,4.8690844,1.752716
coupled,4,-0.47699523,5.759921,-0.7690976
coupled,4,-0.8536544,11.795256,1.1739552
coupled,4,0.36526078,4.3175964,1.5614285
coupled,4,0.0558232,4.4967394,-0.1122406
coupled,4,0.26996705,2.73734,-0.2730578
coupled,4,0.42802003,0.16449484,-0.37494817
coupled,4,0.04198093,1.2524726,0.356578
coupled,4,-2.071391,8.93565,-0.24390016
coupled,4,-3.4414098,10.923124,3.351032
coupled,4,0.38825947,2.138515,0.2326386
coupled,4,-1.9491055,8.450167,-0.34656724
coupled,4,-0.9156233,16.699827,0.10409097
coupled,4,0.4950221,0.051446278,-0.010376178
coupled,4,-1.3384147,17.818218,-2.5341837
coupled,4,0.025430547,6.612623,0.7338508
coupled,4,-0.66228086,5.8887777,0.50807804
coupled,4,-2.2903352,7.4567084,-1.6380045
coupled,4,0.49041697,6.0459886,0.78094465
coupled,4,0.2817627,6.4335804,0.020428408
coupled,4,0.58917785,3.455069,0.13536163
coupled,4,0.42802003,0.16449484,-0.37494817
coupled,4,0.5276601,1.480242,-0.38564757
coupled,4,-1.8393798,10.537322,-0.956723
coupled,4,0.42802003,0.16449484,-0.37494817
coupled,4,-0.38277584,7.535565,-0.37102473
coupled,4,0.3445795,3.6585374,0.5077095
coupled,4,-2.5905364,11.650418,-1.4199667
coupled,4,-1.4119141,6.1666174,0.15410595
coupled,4,0.16247982,5.5756865,0.5362508
coupled,4,0.102880314,12.609613,1.6321758
coupled,4,0.7569993,8.993265,0.0014227217
coupled,4,-0.81397766,6.6816783,-1.4068205
coupled,4,-2.328679,17.350353,5.1761184
coupled,4,-0.62227565,5.2484436,0.58522063
coupled,4,-0.80140126,7.7029138,-0.67953235
coupled,4,-0.4549127,4.043917,0.0073471414
coupled,4,-1.5329543,3.6906662,2.0555997
coupled,4,0.23451853,5.7404237,0.024033254
coupled,5,6.417908,-0.06491581,0.56189597
coupled,5,8.559043,-0.98568326,-1.1504102
coupled,5,10.156369,-1.3738892,-3.3480587
coupled,5,4.7331634,-0.66074616,0.8286791
coupled,5,5.2554092,0.68484205,-1.7031709
coupled,5,5.5012197,-1.8993057,-0.8153085
coupled,5,7.566647,0.6278394,-2.016763
coupled,5,13.512764,-3.013041,3.725689
coupled,5,0.42802003,0.16449484,-0.37494817
coupled,5,10.967807,1.0367491,-4.57325
coupled,5,4.441319,0.94744337,0.4217214
coupled,5,9.543343,0.52525944,-2.3830433
coupled,5,7.831149,-0.6388259,-1.3691896
coupled,5,7.243288,-1.5138206,-1.012272
coupled,5,12.638634,-1.6402613,-2.2560837
coupled,5,18.603956,-3.6076627,-1.21515
coupled,5,7.2013764,-0.65555656,-0.26568946
coupled,5,10.915799,-0.2968986,1.420222
coupled,5,7.435109,-1.5684837,-2.5920496
coupled,5,13.776936,-0.20480189,-0.50563246
coupled,5,8.349967,-2.815639,-2.3535774
coupled,5,7.8041034,0.77256864,-0.5366584
coupled,5,3.2297168,0.11130845,0.023692394
coupled,5,10.566336,0.47901952,-0.647186
coupled,5,6.3619328,-0.8719231,0.10280898
coupled,5,5.4007506,-1.9746628,0.15711336
coupled,5,7.813554,-2.1035595,-0.6963589
coupled,5,2.0337481,0.029607605,-0.8300165
coupled,5,7.848357,-1.3007803,-1.8777614
coupled,5,5.2326717,-0.71541613,-2.0870132
coupled,5,3.8395715,-1.2944175,-0.7930877
coupled,5,10.826836,-2.0772765,-4.6882563
coupled,5,1.2839683,-0.81735754,-0.44387695
coupled,5,5.0594177,-0.31942707,-1.680981
coupled,5,8.598491,-2.108024,-0.35717487
coupled,5,7.1379504,-1.7736031,-0.42511094
coupled,5,4.548031,0.38772884,-1.3892365
coupled,5,8.41835,-0.49606085,-0.5675668
coupled,5,0.42802003,0.16449484,-0.37494817
coupled,5,8.863599,-2.2140124,-1.1364712
coupled,5,11.47484,-1.1660693,-2.352005
coupled,5,6.7725105,-0.9009996,-1.2106926
coupled,5,10.5004425,-3.2012568,0.4633495
coupled,5,7.9790273,-1.0153153,-3.6880786
coupled,5,4.7267623,1.2608353,-1.0406656
coupled,5,6.0226974,0.42440656,-1.7821759
coupled,5,7.160091,0.48731324,-1.7391124
coupled,5,16.479254,-2.550686,-1.5016882
coupled,5,6.812119,1.4141102,-4.268645
coupled,5,-0.2647206,-0.04323184,0.15145113
coupled,5,6.834245,-0.30402926,-2.322734
coupled,5,3.0511553,-1.1241063,-1.5240245
coupled,5,8.800508,-1.6404235,-0.2546477
coupled,5,4.0660973,-0.82323384,-0.8963767
coupled,5,7.9903655,-2.2415006,0.6154082
coupled,5,9.841117,-5.1403847,-3.0322778
coupled,5,12.17726,-1.3301226,-2.628296
coupled,5,7.060618,-0.12740642,-2.2419817
coupled,5,10.493281,0.12361378,-3.441401
coupled,5,8.855322,-1.4978305,-1.9552404
coupled,5,8.459097,1.4700923,-1.652555
coupled,5,15.916135,-8.511919,-1.9643892
coupled,5,11.508917,-0.4197603,-2.015105
coupled,5,7.5561557,-1.1792686,-0.7967352
coupled,5,12.1216,0.46971738,-5.248033
coupled,5,2.0473688,0.09585912,-1.1868222
coupled,5,12.883085,-3.2865615,-0.6801952
coupled,5,6.1329274,1.1644963,0.9255996
coupled,5,10.273412,0.08341899,0.22099362
coupled,5,5.944478,-1.4829412,-1.6837788
coupled,5,-0.27764702,-0.045777604,0.16143386
coupled,5,2.7068827,-0.0033518504,-0.1884658
coupled,5,7.18122,-0.8767663,-2.0460224
coupled,5,7.3275027,0.6595429,-2.5371046
coupled,5,4.9191933,-0.3802408,-1.1687334
coupled,5,2.2514834,-0.7365773,-0.8042087
coupled,5,7.5554924,-0.95192325,-3.2844
coupled,5,9.723603,-3.5168245,-0.96516836
coupled,5,11.30131,1.2049595,-2.7271671
coupled,5,6.367675,-1.3128554,-1.9437978
coupled,5,7.117859,0.7625304,-1.2071824
coupled,5,9.160955,0.127766,-1.3186746
coupled,5,1.0341526,0.36234757,-0.4923358
coupled,5,12.525996,-4.545236,5.3120646
coupled,5,8.59383,-0.9543937,-1.6992956
coupled,5,10.209739,-1.1618594,-3.415097
coupled,5,2.906213,-0.6242419,-0.36482576
coupled,5,2.8463228,-0.09224998,-0.51715475
coupled,5,16.61772,-4.245385,0.24659412
coupled,5,15.41903,-0.18491744,-0.31825867
coupled,5,12.160398,-0.959963,-1.349573
coupled,5,12.737948,-2.9902272,-1.2051735
coupled,5,7.356671,-0.8393286,-0.51699996
coupled,5,11.642821,-3.080812,1.4907771
coupled,5,12.63682,-2.534317,-4.3092337
coupled,5,10.737685,-0.58633196,1.2032033
coupled,5,4.6297503,1.0123935,0.11377854
coupled,5,10.519609,-1.544163,-0.9962188
coupled,5,9.035144,-0.77102274,-2.446454
coupled,5,3.71045,-1.2310222,-1.6267858
